cbsa,cbsa_name,hh_type1_income_min,hh_type1_income_max,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income_min,hh_type2_income_max,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income_min,hh_type3_income_max,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income_min,hh_type4_income_max,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income_min,hh_type5_income_max,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income_min,hh_type6_income_max,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income_min,hh_type7_income_max,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income_min,hh_type8_income_max,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'36860',"'Ottawa-Streator, IL'",51335.00000,51335.00000,51335.00000,4.00000,2.00000,54.10963,26.71544,27.39419,2.36580,29632.17380,30.27025,56.48465,28.11585,28.36879,2.48493,29953.20604,31.85431,46.45391,22.20128,24.25264,1.98182,28597.34680,25.16415,11720.00000,11720.00000,11720.00000,1.00000,1.00000,138.71469,73.57172,65.14298,1.27776,18813.75018,9.01280,146.36359,78.68364,67.67995,1.35639,19053.68339,3.18700,114.05898,57.09377,56.96521,1.02431,18040.34071,27.79187,25668.00000,25668.00000,25668.00000,1.00000,1.00000,70.08681,36.96191,33.12490,1.43630,19383.30017,6.47395,73.14607,38.79355,34.35251,1.51445,19628.29152,2.53109,60.22547,31.05773,29.16774,1.18439,18593.58611,19.18348,69302.00000,69302.00000,69302.00000,1.00000,1.00000,33.97182,19.47842,14.49340,1.63712,20662.81225,4.09449,35.59011,20.59915,14.99096,1.71456,20919.16163,1.71926,28.75538,15.86585,12.88953,1.38752,19836.48633,11.75088,41068.00000,41068.00000,41068.00000,2.00000,0.00000,51.84143,34.34112,17.50030,1.55890,7725.17357,36.92977,55.27966,36.61128,18.66838,1.67959,7925.67341,32.74591,40.75851,27.02343,13.73509,1.16983,7078.87507,50.41618,25668.00000,25668.00000,25668.00000,3.00000,1.00000,83.99415,43.39209,40.60206,1.86786,21470.52329,40.23673,87.80720,45.33924,42.46796,1.99070,21743.87092,38.00659,71.70301,37.11557,34.58744,1.47191,20589.40459,47.42543,41068.00000,41068.00000,41068.00000,3.00000,1.00000,60.21833,32.76079,27.45754,1.96346,22309.29713,36.88709,63.19267,34.51160,28.68107,2.08582,22587.26827,35.95971,50.63075,27.11717,23.51358,1.56904,21413.27483,39.87643,77003.00000,77003.00000,77003.00000,4.00000,2.00000,40.35564,20.83770,19.51794,2.44764,30854.17412,28.08667,42.67450,22.47822,20.19628,2.56642,31180.84865,30.37989,32.88095,15.54962,17.33133,2.06474,29801.15955,20.69462
'36900',"'Ottumwa, IA'",41088.00000,41088.00000,41088.00000,4.00000,2.00000,57.81253,25.77676,32.03578,2.24934,27061.09665,17.11238,60.09817,26.70074,33.39743,2.37754,27532.17355,17.37102,51.23189,23.11649,28.11540,1.88022,25704.80655,16.36773,11720.00000,11720.00000,11720.00000,1.00000,1.00000,120.11078,60.03401,60.07677,1.21064,16785.63545,4.38863,126.44724,63.49949,62.94775,1.29504,17128.32132,0.22795,101.86730,50.05643,51.81087,0.96764,15798.99939,16.36773,20544.00000,20544.00000,20544.00000,1.00000,1.00000,73.49666,35.96262,37.53404,1.32335,17181.76811,2.94201,76.81631,37.55963,39.25668,1.40674,17535.91885,0.11398,63.93897,31.36465,32.57433,1.08327,16162.12323,11.08429,55469.00000,55469.00000,55469.00000,1.00000,1.00000,34.78925,18.72953,16.05972,1.52383,18333.02350,1.16202,36.29337,19.55700,16.73638,1.60674,18720.44466,0.00000,30.45871,16.34716,14.11155,1.28513,17217.58888,4.50762,32870.00000,32870.00000,32870.00000,2.00000,0.00000,51.80764,33.04857,18.75906,1.44412,5982.08842,23.83304,55.08097,34.78939,20.29157,1.57491,6253.45807,18.37572,42.38330,28.03653,14.34677,1.06758,5200.78083,39.54533,20544.00000,20544.00000,20544.00000,3.00000,1.00000,88.16673,41.41848,46.74825,1.75232,19224.61309,26.13442,92.24802,42.90682,49.34120,1.88504,19611.40870,22.58481,76.41619,37.13337,39.28281,1.37022,18110.97949,36.35421,32870.00000,32870.00000,32870.00000,3.00000,1.00000,62.18198,31.54027,30.64171,1.84643,20011.30725,22.78975,65.02097,32.75623,32.26474,1.97829,20411.62109,20.85137,54.00818,28.03938,25.96880,1.46680,18858.75297,28.37060,61632.00000,61632.00000,61632.00000,4.00000,2.00000,42.81886,19.93894,22.87992,2.33229,28219.43993,15.19034,45.17067,21.34060,23.83007,2.46029,28707.08501,16.14912,36.04769,15.90338,20.14432,1.96379,26815.44796,12.42986
'36940',"'Owatonna, MN'",58403.00000,58403.00000,58403.00000,4.00000,2.00000,49.93584,26.34041,23.59543,2.38347,27437.86587,64.98799,52.53527,28.01359,24.52167,2.50594,27928.77646,64.15290,41.10135,20.65388,20.44747,1.96724,25769.43943,67.82614,11720.00000,11720.00000,11720.00000,1.00000,1.00000,145.73418,83.82818,61.90601,1.26673,16809.75681,25.36433,154.90749,90.29239,64.61510,1.35029,17114.22177,10.52061,114.55745,61.85865,52.69880,0.98275,15774.99121,75.81272,29202.00000,29202.00000,29202.00000,1.00000,1.00000,64.25219,36.12259,28.12960,1.45202,17348.01770,18.89749,67.22653,37.93518,29.29135,1.53540,17659.00366,7.98368,54.14351,29.96227,24.18124,1.16863,16291.08960,55.98955,78844.00000,78844.00000,78844.00000,1.00000,1.00000,31.59677,19.26185,12.33491,1.65299,18433.36442,12.94839,33.34445,20.53574,12.80870,1.73567,18757.52550,6.18919,25.65703,14.93235,10.72468,1.37199,17331.65888,35.92043,46722.00000,46722.00000,46722.00000,2.00000,0.00000,48.58793,33.89425,14.69368,1.57606,5350.16474,75.48137,52.17485,36.41203,15.76283,1.70002,5622.42119,65.44482,36.39729,25.33724,11.06005,1.15475,4424.86412,109.59192,29202.00000,29202.00000,29202.00000,3.00000,1.00000,77.75481,43.00217,34.75264,1.88492,19351.70836,80.15970,81.45177,44.96204,36.48973,2.01061,19752.43906,72.78697,65.19019,36.34127,28.84892,1.45773,17989.77058,105.21694,46722.00000,46722.00000,46722.00000,3.00000,1.00000,55.89916,32.37335,23.52581,1.98054,20111.58000,75.67031,59.08084,34.41501,24.66583,2.10594,20517.65324,70.16240,45.08580,25.43448,19.65132,1.55435,18731.48485,94.38966,87605.00000,87605.00000,87605.00000,4.00000,2.00000,37.25568,20.44335,16.81234,2.46444,28563.48244,60.92401,39.70567,22.24957,17.45609,2.58645,29060.92143,61.57636,28.92909,14.30463,14.62446,2.04979,26872.86833,58.70689
'36980',"'Owensboro, KY'",45185.00000,45185.00000,45185.00000,4.00000,2.00000,55.13980,25.80537,29.33444,2.26078,27238.67585,37.56153,58.25804,27.44215,30.81589,2.40872,27940.43026,32.97030,47.20209,21.63882,25.56328,1.88417,25452.30557,49.24887,11720.00000,11720.00000,11720.00000,1.00000,1.00000,121.85129,61.65262,60.19867,1.20670,16873.96523,17.13114,128.67886,64.97959,63.69927,1.30653,17387.01508,3.88372,104.47118,53.18355,51.28763,0.95258,15567.95702,50.85345,22593.00000,22593.00000,22593.00000,1.00000,1.00000,69.65039,35.11974,34.53065,1.33925,17323.82131,13.56488,73.08960,36.63020,36.45941,1.43860,17859.60998,3.24708,60.89559,31.27475,29.62084,1.08635,15959.92970,39.82961,61000.00000,61000.00000,61000.00000,1.00000,1.00000,34.00717,18.78792,15.21925,1.54027,18478.47369,9.02110,36.11553,20.10535,16.01019,1.63860,19072.63304,2.46020,28.64018,15.43431,13.20586,1.28995,16965.99497,25.72236,36148.00000,36148.00000,36148.00000,2.00000,0.00000,50.10908,32.99677,17.11231,1.45432,5769.97454,48.24440,54.49557,35.73201,18.76356,1.60457,6223.45361,34.01464,38.94294,26.03400,12.90894,1.07184,4615.60841,84.46736,22593.00000,22593.00000,22593.00000,3.00000,1.00000,84.89101,42.06406,42.82694,1.76259,19299.73199,51.74027,89.13937,43.51938,45.62000,1.91516,19885.09862,40.41836,74.07647,38.35946,35.71701,1.37419,17809.63583,80.56108,36148.00000,36148.00000,36148.00000,3.00000,1.00000,59.70736,31.63884,28.06852,1.85760,20088.01263,47.11358,63.51204,33.68605,29.82599,2.00964,20697.09913,37.96726,50.02225,26.42752,23.59473,1.47055,18537.53572,70.39623,67778.00000,67778.00000,67778.00000,4.00000,2.00000,40.74952,19.81172,20.93781,2.34292,28398.68061,34.19984,43.62096,21.64700,21.97396,2.49074,29129.46611,31.02289,33.44006,15.13987,18.30019,1.96665,26538.40941,42.28699
'37020',"'Owosso, MI'",47106.00000,47106.00000,47106.00000,4.00000,2.00000,58.15003,27.93369,30.21635,2.35736,30763.33680,31.94359,60.56637,29.25291,31.31346,2.47464,31240.69958,28.51510,49.48338,23.20205,26.28133,1.93673,29051.18073,44.24056,11720.00000,11720.00000,11720.00000,1.00000,1.00000,138.80214,71.68720,67.11494,1.28315,19968.60146,12.86485,145.37203,75.57346,69.79857,1.36311,20295.23071,3.68515,115.23792,57.74835,57.48957,0.99638,18797.08101,45.78966,23553.00000,23553.00000,23553.00000,1.00000,1.00000,75.21160,38.43258,36.77901,1.42415,20505.88481,10.50459,78.16618,39.96362,38.20256,1.50383,20851.76103,3.01413,64.61441,32.94121,31.67320,1.13837,19265.33131,37.37062,63593.00000,63593.00000,63593.00000,1.00000,1.00000,36.42448,20.37707,16.04741,1.62481,21822.30316,7.39167,38.07562,21.43989,16.63573,1.70416,22215.30025,2.24983,30.50234,16.56504,13.93731,1.34018,20412.74129,25.83389,37685.00000,37685.00000,37685.00000,2.00000,0.00000,54.63292,35.95962,18.67330,1.55029,8710.73673,38.40960,57.93888,38.03660,19.90228,1.66929,9003.90300,29.55966,42.77545,28.51013,14.26533,1.12348,7659.23787,70.15168,23553.00000,23553.00000,23553.00000,3.00000,1.00000,90.08021,45.13498,44.94523,1.85977,22547.33467,41.97999,93.69552,46.68263,47.01288,1.98029,22935.11730,35.04790,77.11321,39.58404,37.52917,1.42748,21156.47554,66.84333,37685.00000,37685.00000,37685.00000,3.00000,1.00000,63.56681,34.19921,29.36759,1.95423,23401.21870,38.72829,66.60441,35.93086,30.67355,2.07494,23808.13347,33.04558,52.67183,27.98832,24.68351,1.52126,21941.73831,59.11044,70659.00000,70659.00000,70659.00000,4.00000,2.00000,43.27136,21.75814,21.51322,2.43893,32003.76296,29.70341,45.55420,23.27259,22.28161,2.55618,32504.54152,27.04339,35.08351,16.32627,18.75725,2.01839,30207.62153,39.24409
'37060',"'Oxford, MS'",42688.00000,42688.00000,42688.00000,4.00000,2.00000,57.40147,26.15388,31.24758,2.28288,28426.66849,7.19354,61.37515,27.91969,33.45546,2.50388,29148.05967,6.22260,50.81753,23.22815,27.58939,1.91670,27231.40636,8.80228,11720.00000,11720.00000,11720.00000,1.00000,1.00000,131.87073,70.28088,61.58985,1.25645,17569.77951,3.48934,144.46206,77.77293,66.68913,1.41321,18052.82919,0.00000,111.00834,57.86741,53.14093,0.99670,16769.42180,9.27077,21344.00000,21344.00000,21344.00000,1.00000,1.00000,77.50965,40.17835,37.33130,1.37785,18211.60951,1.77615,84.27141,43.97748,40.29394,1.53353,18713.65020,0.00000,66.30617,33.88362,32.42255,1.11990,17379.78589,4.71901,57629.00000,57629.00000,57629.00000,1.00000,1.00000,34.61241,18.51535,16.09706,1.57886,19982.00429,0.60828,37.73300,20.47655,17.25644,1.73353,20536.32394,0.00000,29.44197,15.26587,14.17610,1.32258,19063.56046,1.61612,34150.00000,34150.00000,34150.00000,2.00000,0.00000,51.01362,32.52848,18.48514,1.47595,6454.40419,14.75132,57.19097,36.18263,21.00834,1.70036,6914.49638,6.83438,40.77846,26.47398,14.30447,1.10413,5692.08440,27.86877,21344.00000,21344.00000,21344.00000,3.00000,1.00000,88.99561,43.45969,45.53592,1.78389,20022.42464,15.55479,97.03494,47.30297,49.73197,2.01077,20617.96818,9.97365,75.67538,37.09182,38.58356,1.40798,19035.67756,24.80211,34150.00000,34150.00000,34150.00000,3.00000,1.00000,61.53702,31.58640,29.95061,1.87872,21060.57956,12.69609,66.93583,34.34870,32.58713,2.10554,21677.35503,8.61684,52.59181,27.00960,25.58221,1.50289,20038.65362,19.45493,64032.00000,64032.00000,64032.00000,4.00000,2.00000,42.89643,20.52035,22.37608,2.36556,29892.63216,5.39123,45.93723,22.02033,23.91690,2.58622,30640.01776,5.21974,37.85819,18.03506,19.82313,1.99995,28654.30027,5.67537
'37100',"'Oxnard-Thousand Oaks-Ventura, CA'",76483.00000,76483.00000,76483.00000,4.00000,2.00000,46.85705,28.56818,18.28887,2.22322,26489.75954,24.63555,50.52801,31.12244,19.40558,2.39963,27352.95508,21.08939,39.93325,23.75061,16.18264,1.89049,24861.68858,31.32396,11720.00000,11720.00000,11720.00000,1.00000,1.00000,192.88993,133.26951,59.62042,1.07315,16731.02249,18.94991,214.06427,150.03020,64.03407,1.19066,17422.65606,11.27829,152.95308,101.65722,51.29586,0.85150,15426.53415,33.41933,38242.00000,38242.00000,38242.00000,1.00000,1.00000,64.03565,42.96440,21.07125,1.31265,17062.86251,17.02608,70.34993,47.88509,22.46484,1.42924,17723.91385,10.42654,52.12630,33.68350,18.44280,1.09275,15816.05521,29.47344,103252.00000,103252.00000,103252.00000,1.00000,1.00000,30.53474,20.50633,10.02841,1.51381,17629.53683,15.44767,33.46374,22.82857,10.63517,1.62931,18238.39144,9.74180,25.01037,16.12636,8.88401,1.29597,16481.17767,26.20950,61186.00000,61186.00000,61186.00000,2.00000,0.00000,46.49924,35.84680,10.65244,1.41580,4839.43366,26.80246,52.33468,40.35812,11.97656,1.59487,5445.88199,21.26776,35.49303,27.33803,8.15500,1.07806,3695.61297,37.24146,38242.00000,38242.00000,38242.00000,3.00000,1.00000,73.25433,47.41515,25.83917,1.72383,18867.84090,27.29089,80.29746,52.38951,27.90794,1.90565,19659.94639,22.33400,59.97030,38.03303,21.93727,1.38092,17373.85270,36.64006,61186.00000,61186.00000,61186.00000,3.00000,1.00000,52.75156,34.77088,17.98069,1.81876,19417.24835,26.47934,57.65294,38.27747,19.37547,2.00011,20188.16119,21.94780,43.50709,28.15710,15.35000,1.47672,17963.23154,35.02629,114725.00000,114725.00000,114725.00000,4.00000,2.00000,36.91007,23.07251,13.83756,2.30525,27357.53390,23.94757,39.37638,24.71604,14.66034,2.48127,28194.79556,20.75719,32.25838,19.97267,12.28572,1.97325,25778.37676,29.96494
'37140',"'Paducah, KY-IL'",43810.00000,43810.00000,43810.00000,4.00000,2.00000,57.07860,26.09184,30.98676,2.30722,28164.82325,19.17841,60.22921,27.68024,32.54897,2.45856,28864.62570,17.70833,48.96713,22.00239,26.96474,1.91757,26363.12772,22.96325,11720.00000,11720.00000,11720.00000,1.00000,1.00000,124.09553,61.25366,62.84187,1.25879,17684.79797,6.77860,131.38706,64.85149,66.53558,1.36243,18221.32265,0.15766,105.32293,51.99078,53.33215,0.99195,16303.47369,23.82470,21905.00000,21905.00000,21905.00000,1.00000,1.00000,72.96900,35.95069,37.01831,1.38516,18188.42669,4.75031,76.66427,37.56444,39.09983,1.48820,18736.74410,0.10511,63.45523,31.79595,31.65928,1.11988,16776.74113,16.70972,59144.00000,59144.00000,59144.00000,1.00000,1.00000,34.82054,19.00662,15.81391,1.58609,19531.21943,2.48402,36.90747,20.28180,16.62567,1.68834,20111.00235,0.05255,29.44757,15.72359,13.72398,1.32285,18038.52347,8.74403,35048.00000,35048.00000,35048.00000,2.00000,0.00000,51.91863,33.44647,18.47216,1.50069,6581.92981,26.60368,56.27753,36.04234,20.23519,1.65439,7056.58840,18.21077,40.69630,26.76319,13.93311,1.10498,5359.88455,48.21189,21905.00000,21905.00000,21905.00000,3.00000,1.00000,87.79987,42.32000,45.47987,1.80927,20098.60690,29.32167,92.62843,44.17985,48.44858,1.96509,20702.90826,23.10863,75.36838,37.53170,37.83668,1.40810,18542.78634,45.31762,35048.00000,35048.00000,35048.00000,3.00000,1.00000,61.80485,31.99878,29.80607,1.90408,20963.11874,25.76931,65.64621,33.97840,31.66781,2.05951,21580.17735,21.02838,51.91498,26.90209,25.01289,1.50390,19374.45365,37.97520,65715.00000,65715.00000,65715.00000,4.00000,2.00000,42.31967,20.19698,22.12269,2.38939,29418.38836,16.88521,45.28451,22.07413,23.21038,2.54052,30133.85161,16.30328,34.68646,15.36411,19.32235,2.00027,27576.37287,18.38344
'37220',"'Pahrump, NV'",39150.00000,39150.00000,39150.00000,4.00000,2.00000,64.41764,27.21431,37.20333,2.32270,32498.08361,12.68309,67.53999,28.86480,38.67519,2.47285,32720.99287,17.18351,57.10703,23.34988,33.75715,1.97112,31976.16862,2.14590,11720.00000,11720.00000,11720.00000,1.00000,1.00000,143.97027,69.82519,74.14508,1.30003,21938.81091,0.57968,151.74500,74.36042,77.38458,1.39942,22202.45529,0.00000,125.76668,59.20650,66.56019,1.06730,21321.51956,1.93695,19575.00000,19575.00000,19575.00000,1.00000,1.00000,89.52273,42.75166,46.77107,1.40416,22551.69855,0.20447,93.90806,45.23567,48.67238,1.50285,22787.93902,0.00000,79.25502,36.93566,42.31937,1.17308,21998.57016,0.68321,52853.00000,52853.00000,52853.00000,1.00000,1.00000,39.77079,19.42325,20.34754,1.60475,24467.38670,0.00000,42.25215,21.16008,21.09207,1.70285,24617.99535,0.00000,33.96098,15.35667,18.60431,1.37506,24114.75482,0.00000,31320.00000,31320.00000,31320.00000,2.00000,0.00000,57.81910,33.99326,23.82585,1.51586,10754.58421,18.00899,63.22588,37.54294,25.68294,1.66900,10971.26810,18.10173,45.15980,25.68211,19.47769,1.15730,10247.24518,17.79186,19575.00000,19575.00000,19575.00000,3.00000,1.00000,100.83715,45.29261,55.54455,1.82431,24126.29565,20.56884,105.97180,47.53803,58.43377,1.97942,24390.56920,22.67121,88.81501,40.03522,48.77978,1.46112,23507.53119,15.64640,31320.00000,31320.00000,31320.00000,3.00000,1.00000,70.44045,33.01847,37.42198,1.91893,25223.66087,17.68330,74.78224,35.46927,39.31297,2.07359,25453.15703,20.92421,60.27466,27.28023,32.99443,1.55683,24686.32344,10.09510,58725.00000,58725.00000,58725.00000,4.00000,2.00000,48.45163,21.87169,26.57994,2.40453,34036.17287,11.52943,50.76899,23.17380,27.59519,2.55464,34216.52820,15.98335,43.02582,18.82295,24.20287,2.05308,33613.89275,1.10112
'37260',"'Palatka, FL'",34429.00000,34429.00000,34429.00000,4.00000,2.00000,67.43555,28.64776,38.78778,2.22767,30865.45753,15.84162,70.00497,29.73954,40.26543,2.34727,31349.80780,17.51528,59.02979,25.07608,33.95371,1.83640,29280.92584,10.36629,11720.00000,11720.00000,11720.00000,1.00000,1.00000,126.59407,59.68077,66.91330,1.22194,20923.26019,2.29124,132.34067,62.53475,69.80592,1.30140,21358.47430,0.08987,107.79429,50.34407,57.45022,0.96202,19499.47538,9.49292,17215.00000,17215.00000,17215.00000,1.00000,1.00000,89.69516,42.28727,47.40788,1.29786,21304.11864,1.87176,93.47986,44.11241,49.36745,1.37663,21740.73331,0.04494,77.31366,36.31643,40.99723,1.04018,19875.75193,7.84813,46479.00000,46479.00000,46479.00000,1.00000,1.00000,41.18354,20.47414,20.70940,1.49849,22823.94702,1.04883,43.31744,21.81500,21.50244,1.57687,23266.12129,0.00000,34.20258,16.08759,18.11499,1.24210,21377.39234,4.48001,27543.00000,27543.00000,27543.00000,2.00000,0.00000,60.63537,36.12097,24.51440,1.42172,9708.71700,20.41422,64.89992,38.59467,26.30525,1.54337,10084.40200,18.31442,46.68411,28.02838,18.65572,1.02378,8479.67918,27.28362,17215.00000,17215.00000,17215.00000,3.00000,1.00000,104.90254,47.43238,57.47015,1.73029,22889.95611,23.98532,109.42651,49.12252,60.30399,1.85375,23337.14269,23.82472,90.10253,41.90317,48.19936,1.32640,21427.00386,24.51073,27543.00000,27543.00000,27543.00000,3.00000,1.00000,73.52752,34.71846,38.80906,1.82558,23826.40521,20.80477,77.24926,36.57370,40.67556,1.94867,24275.82065,21.66992,61.35199,28.64911,32.70289,1.42290,22356.16134,17.97446,51644.00000,51644.00000,51644.00000,4.00000,2.00000,50.40215,22.66495,27.73720,2.31148,32207.10139,14.32278,52.45671,23.68924,28.76747,2.43109,32694.25470,16.09299,43.68074,19.31402,24.36672,1.92018,30613.39966,8.53163
'37300',"'Palestine, TX'",41471.00000,41471.00000,41471.00000,4.00000,2.00000,62.14964,27.67776,34.47188,2.33812,32943.22498,4.44348,64.81122,28.84303,35.96819,2.47865,33516.26319,6.08714,55.01130,24.55250,30.45879,1.96121,31406.33440,0.03520,11720.00000,11720.00000,11720.00000,1.00000,1.00000,135.50960,66.26805,69.24155,1.29972,21960.66755,0.38384,142.96376,70.33415,72.62961,1.39392,22457.96878,0.51384,115.51749,55.36274,60.15475,1.04706,20626.90384,0.03520,20736.00000,20736.00000,20736.00000,1.00000,1.00000,81.72869,39.11810,42.61059,1.41477,22603.69463,0.32082,85.79661,41.18186,44.61475,1.50824,23110.75580,0.44043,70.81851,33.58307,37.23544,1.16410,21243.75471,0.00000,55986.00000,55986.00000,55986.00000,1.00000,1.00000,38.12207,19.96807,18.15400,1.61581,24447.59109,0.24061,40.06925,21.13702,18.93222,1.70864,24982.59596,0.33033,32.89976,16.83295,16.06681,1.36685,23012.70609,0.00000,33177.00000,33177.00000,33177.00000,2.00000,0.00000,56.95904,35.06073,21.89831,1.53167,10958.83812,5.26001,61.20734,37.55038,23.65696,1.67478,11419.81906,6.49702,45.56508,28.38346,17.18162,1.14783,9722.48557,1.94235,20736.00000,20736.00000,20736.00000,3.00000,1.00000,95.91105,44.50711,51.40394,1.84016,24479.83845,7.19910,100.79445,46.49477,54.29968,1.98493,25001.14973,9.44678,82.81376,39.17619,43.63756,1.45190,23081.67971,1.17080,33177.00000,33177.00000,33177.00000,3.00000,1.00000,67.42397,33.74417,33.67980,1.93495,25547.80016,6.07504,70.90208,35.40879,35.49328,2.07955,26080.44056,8.15644,58.09569,29.27966,28.81602,1.54713,24119.25666,0.49274,62207.00000,62207.00000,62207.00000,4.00000,2.00000,46.29311,21.69454,24.59857,2.42090,34445.82130,3.93642,48.76662,23.12650,25.64012,2.56130,35032.78554,5.40414,39.65915,17.85402,21.80513,2.04432,32871.58107,0.00000
'37340',"'Palm Bay-Melbourne-Titusville, FL'",49099.00000,49099.00000,49099.00000,4.00000,2.00000,55.62818,28.66099,26.96719,2.22444,27977.12525,7.43545,58.01667,29.94405,28.07262,2.34988,28413.15970,6.99752,48.64911,24.91195,23.73716,1.85791,26703.05123,8.71505,11720.00000,11720.00000,11720.00000,1.00000,1.00000,145.90708,85.15742,60.74965,1.14847,18286.80729,3.86791,152.92052,89.36350,63.55702,1.23024,18621.33369,2.09741,125.41409,72.86745,52.54664,0.90956,17309.33543,9.04124,24550.00000,24550.00000,24550.00000,1.00000,1.00000,74.46409,42.37339,32.09070,1.29791,18564.27689,3.40677,78.04697,44.55896,33.48801,1.37921,18889.02196,1.91648,63.99507,35.98726,28.00781,1.06035,17615.38566,7.76133,66284.00000,66284.00000,66284.00000,1.00000,1.00000,34.66423,20.69508,13.96915,1.49882,19215.18839,2.83171,36.48170,21.95918,14.52251,1.57943,19516.99661,1.69329,29.35367,17.00142,12.35225,1.26327,18333.31766,6.15814,39279.00000,39279.00000,39279.00000,2.00000,0.00000,52.07943,36.32568,15.75375,1.41744,6696.91351,8.33625,55.89591,38.86139,17.03452,1.54494,7006.25118,7.09213,40.92785,28.91647,12.01138,1.04490,5793.04206,11.97153,24550.00000,24550.00000,24550.00000,3.00000,1.00000,86.93082,47.34303,39.58778,1.72644,20408.90648,8.70713,91.33756,49.60876,41.72880,1.85586,20805.97702,7.70913,74.05451,40.72268,33.33183,1.34829,19248.68332,11.62325,39279.00000,39279.00000,39279.00000,3.00000,1.00000,60.79739,34.94153,25.85586,1.82116,20992.49597,8.31043,64.00212,36.81393,27.18820,1.95037,21380.24704,7.48466,51.43330,29.47048,21.96282,1.44363,19859.50390,10.72332,73649.00000,73649.00000,73649.00000,4.00000,2.00000,41.48003,22.29736,19.18267,2.30619,28886.78864,7.11545,43.65298,23.70678,19.94621,2.43128,29311.41942,6.80531,35.13077,18.17911,16.95167,1.94068,27646.03563,8.02165
