cbsa,cbsa_name,hh_type1_income_min,hh_type1_income_max,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income_min,hh_type2_income_max,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income_min,hh_type3_income_max,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income_min,hh_type4_income_max,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income_min,hh_type5_income_max,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income_min,hh_type6_income_max,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income_min,hh_type7_income_max,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income_min,hh_type8_income_max,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'14300',"'Bonham, TX'",43382.00000,43382.00000,43382.00000,4.00000,2.00000,60.14463,26.89404,33.25059,2.37895,32817.90171,3.08233,62.78993,28.23279,34.55714,2.51532,33169.63385,4.12388,52.31630,22.93225,29.38405,1.97540,31777.00621,0.00000,11720.00000,11720.00000,11720.00000,1.00000,1.00000,139.34657,69.95892,69.38765,1.32805,21526.82223,0.00000,147.89729,75.52162,72.37566,1.42114,21777.29794,0.00000,114.04206,53.49699,60.54508,1.05255,20785.57911,0.00000,21691.00000,21691.00000,21691.00000,1.00000,1.00000,80.74868,39.71367,41.03501,1.45218,22215.45912,0.00000,85.20799,42.46112,42.74688,1.54460,22485.34800,0.00000,67.55204,31.58302,35.96902,1.17870,21416.76581,0.00000,58566.00000,58566.00000,58566.00000,1.00000,1.00000,36.97586,19.49693,17.47893,1.65269,24074.64810,0.00000,38.83439,20.67942,18.15497,1.74460,24396.90262,0.00000,31.47586,15.99755,15.47831,1.38071,23120.98694,0.00000,34706.00000,34706.00000,34706.00000,2.00000,0.00000,55.43619,34.31666,21.11954,1.57261,10493.07698,5.12911,59.43508,36.79571,22.63937,1.71085,10735.16064,4.65256,43.60211,26.98029,16.62183,1.16350,9776.66879,6.53939,21691.00000,21691.00000,21691.00000,3.00000,1.00000,93.77448,44.17735,49.59713,1.88087,24219.47405,7.35175,98.56217,46.46089,52.10128,2.02114,24505.73516,8.03453,79.60608,37.41958,42.18649,1.46575,23372.32972,5.33114,34706.00000,34706.00000,34706.00000,3.00000,1.00000,65.35960,32.87484,32.48476,1.97578,25293.99009,5.82881,68.70102,34.64510,34.05592,2.11554,25601.54801,6.84688,55.47117,27.63604,27.83514,1.56219,24383.82121,2.81599,65073.00000,65073.00000,65073.00000,4.00000,2.00000,45.01665,21.29125,23.72540,2.46150,34328.16049,2.60625,47.35582,22.71616,24.63965,2.59760,34705.95108,3.48694,38.09427,17.07446,21.01981,2.05874,33210.14915,0.00000
'14340',"'Boone, IA'",51284.00000,51284.00000,51284.00000,4.00000,2.00000,53.96464,26.13076,27.83388,2.41341,29946.15237,6.53579,56.75691,27.95965,28.79725,2.53756,30126.37707,8.22316,45.36967,20.50119,24.86848,2.03127,29391.39714,1.34184,11720.00000,11720.00000,11720.00000,1.00000,1.00000,139.81532,72.89665,66.91868,1.32731,19102.14216,0.55348,147.67625,78.28646,69.38979,1.40995,19201.57680,0.00000,115.61838,56.30611,59.31227,1.07294,18796.06934,2.25716,25642.00000,25642.00000,25642.00000,1.00000,1.00000,70.43861,36.38724,34.05137,1.48551,19729.33107,0.00000,73.37456,38.11570,35.25886,1.56756,19846.53931,0.00000,61.40137,31.06681,30.33456,1.23294,19368.54876,0.00000,69233.00000,69233.00000,69233.00000,1.00000,1.00000,33.95316,19.05036,14.90279,1.68653,21140.07478,0.00000,35.87784,20.47919,15.39865,1.76756,21297.26943,0.00000,28.02874,14.65224,13.37650,1.43711,20656.20905,0.00000,41027.00000,41027.00000,41027.00000,2.00000,0.00000,51.65614,33.57721,18.07894,1.60615,8164.59420,10.64735,55.70859,36.45650,19.25208,1.73178,8260.23655,8.64581,39.18219,24.71436,14.46784,1.21944,7870.19453,16.80836,25642.00000,25642.00000,25642.00000,3.00000,1.00000,84.08080,42.67736,41.40344,1.91543,21758.20255,13.36051,87.83303,44.58465,43.24838,2.04334,21888.14056,13.14124,72.53095,36.80649,35.72447,1.52173,21358.23635,14.03546,41027.00000,41027.00000,41027.00000,3.00000,1.00000,60.04273,32.03565,28.00709,2.01110,22650.35710,10.61066,63.52183,34.29896,29.22287,2.13834,22796.53666,11.51104,49.33363,25.06887,24.26476,1.61944,22200.39727,7.83919,76926.00000,76926.00000,76926.00000,4.00000,2.00000,40.37089,20.52831,19.84257,2.49573,31233.26022,5.54390,43.05864,22.53945,20.51919,2.61995,31433.34128,7.25259,32.09762,14.33777,17.75986,2.11338,30617.38451,0.28435
'14380',"'Boone, NC'",34848.00000,34848.00000,34848.00000,4.00000,2.00000,62.90433,27.31674,35.58759,2.15602,27364.16357,7.06349,68.29695,29.44493,38.85202,2.42784,28419.07600,1.94585,56.28452,24.70424,31.58028,1.82234,26069.18772,13.34572,11720.00000,11720.00000,11720.00000,1.00000,1.00000,124.86710,65.34383,59.52326,1.18298,17107.58923,5.19863,143.56934,77.50819,66.06116,1.37762,17830.85138,0.00000,101.90883,50.41127,51.49756,0.94405,16219.73635,11.58031,17424.00000,17424.00000,17424.00000,1.00000,1.00000,86.68552,44.71582,41.96970,1.26305,17521.18413,3.71455,98.85197,52.45957,46.39241,1.45762,18262.82130,0.00000,71.75038,35.20985,36.54053,1.02421,16610.77468,8.27441,47045.00000,47045.00000,47045.00000,1.00000,1.00000,37.64540,18.95530,18.69010,1.46436,19127.76637,1.48513,42.18186,21.66695,20.51491,1.65762,19940.90858,0.00000,32.07658,15.62657,16.45001,1.22711,18129.57970,3.30822,27878.00000,27878.00000,27878.00000,2.00000,0.00000,53.48266,32.63186,20.85080,1.34734,6016.22384,15.43929,62.49996,37.77160,24.72836,1.62340,6705.42263,2.05730,42.41332,26.32250,16.09083,1.00847,5170.18605,31.86659,17424.00000,17424.00000,17424.00000,3.00000,1.00000,99.49265,48.27126,51.22139,1.65518,19252.77834,14.81829,111.63182,54.29597,57.33586,1.93405,20131.33864,2.72159,84.59101,40.87554,43.71547,1.31285,18174.28656,29.66781,27878.00000,27878.00000,27878.00000,3.00000,1.00000,67.55173,32.67807,34.87366,1.74974,20224.46650,12.33510,75.34546,36.40933,38.93614,2.02865,21132.09944,2.52640,57.98440,28.09771,29.88668,1.40736,19110.28610,24.37595,52272.00000,52272.00000,52272.00000,4.00000,2.00000,46.11648,20.56793,25.54855,2.23773,28748.97986,5.29244,50.43215,22.59550,27.83665,2.50934,29839.49031,1.75234,40.81870,18.07896,22.73974,1.90432,27410.30504,9.63815
'14420',"'Borger, TX'",46677.00000,46677.00000,46677.00000,4.00000,2.00000,53.84366,24.49284,29.35082,2.34992,29020.26581,37.91455,55.44150,25.21825,30.22325,2.44782,29273.16475,38.92794,47.82062,21.75840,26.06222,1.98089,28066.96445,34.09458,11720.00000,11720.00000,11720.00000,1.00000,1.00000,123.15821,59.73752,63.42069,1.27655,18440.27433,10.68609,127.38711,61.96576,65.42134,1.33847,18649.15973,4.05242,107.21739,51.33814,55.87925,1.04317,17652.88177,35.69169,23339.00000,23339.00000,23339.00000,1.00000,1.00000,67.63695,32.40762,35.22933,1.41644,18931.56514,8.24756,69.84030,33.55389,36.28641,1.47782,19136.15759,3.39547,59.33145,28.08677,31.24467,1.18504,18160.35482,26.53748,63014.00000,63014.00000,63014.00000,1.00000,1.00000,33.19534,17.74799,15.44735,1.61676,20147.31314,5.01475,34.35132,18.47778,15.87353,1.67782,20341.23799,2.51228,28.83790,14.99703,13.84087,1.38658,19416.31431,14.44780,37342.00000,37342.00000,37342.00000,2.00000,0.00000,49.42179,31.38367,18.03812,1.54360,7403.10838,45.22665,51.87907,32.83231,19.04676,1.64343,7576.61629,40.31713,40.15908,25.92302,14.23606,1.16733,6749.07110,63.73308,23339.00000,23339.00000,23339.00000,3.00000,1.00000,82.04686,38.57578,43.47108,1.85301,20986.62271,49.61718,85.22610,40.06846,45.15764,1.95438,21217.02862,46.78476,70.06274,32.94913,37.11361,1.47089,20118.10872,60.29399,37342.00000,37342.00000,37342.00000,3.00000,1.00000,58.32301,29.89994,28.42307,1.94750,21799.61550,45.91184,60.43850,30.96348,29.47502,2.04847,22025.68872,44.61019,50.34866,25.89092,24.45774,1.56690,20947.43353,50.81840,70016.00000,70016.00000,70016.00000,4.00000,2.00000,39.96579,19.03632,20.92946,2.43296,30210.69497,35.18607,41.53930,20.00478,21.53452,2.53057,30458.30342,36.89730,34.03444,15.38575,18.64870,2.06504,29277.33606,28.73560
'14460',"'Boston-Cambridge-Quincy, MA-NH'",72769.00000,72769.00000,72769.00000,4.00000,2.00000,47.18864,29.79870,17.38994,2.08447,23840.10182,227.19111,51.41395,32.37874,19.03521,2.32534,25839.38709,151.48806,40.06293,25.44763,14.61530,1.67826,20468.43632,354.85941,11720.00000,11720.00000,11720.00000,1.00000,1.00000,177.66529,126.01545,51.64984,0.94954,14688.02762,191.35607,205.79411,147.97101,57.82310,1.12681,16193.59874,86.58528,130.22784,88.98881,41.23904,0.65058,12148.97914,368.04523,36385.00000,36385.00000,36385.00000,1.00000,1.00000,62.89250,43.51559,19.37690,1.17849,14989.49409,178.86626,70.92770,49.43719,21.49051,1.35489,16519.86791,81.98133,49.34164,33.52920,15.81244,0.88100,12408.61746,342.25645,98238.00000,98238.00000,98238.00000,1.00000,1.00000,30.13639,21.63428,8.50210,1.37955,15517.87356,168.22106,33.10968,23.74479,9.36488,1.55499,17091.73004,78.12175,25.12213,18.07505,7.04708,1.08368,12863.66624,320.16773,58215.00000,58215.00000,58215.00000,2.00000,0.00000,47.83380,38.07583,9.75797,1.27687,3526.73443,242.90838,53.46978,42.03384,11.43594,1.52056,4590.08415,152.69666,38.32907,31.40090,6.92817,0.86591,1733.46380,395.04463,36385.00000,36385.00000,36385.00000,3.00000,1.00000,73.44336,49.14374,24.29962,1.58466,16531.31425,245.94515,81.55950,54.32079,27.23871,1.83133,18279.53287,159.98234,59.75602,40.41298,19.34304,1.16867,13583.05644,390.91588,58215.00000,58215.00000,58215.00000,3.00000,1.00000,52.91428,36.45357,16.46071,1.67983,17065.14966,240.24113,58.19418,39.80667,18.38751,1.92606,18831.02654,157.33010,44.01006,30.79878,13.21128,1.26460,14087.11234,380.06524,109154.00000,109154.00000,109154.00000,4.00000,2.00000,36.41330,23.22125,13.19205,2.16669,24688.85798,222.34048,40.17599,25.75682,14.41917,2.40710,26709.75875,149.19790,30.06778,18.94518,11.12260,1.76124,21280.73934,345.69071
'14500',"'Boulder, CO'",67403.00000,67403.00000,67403.00000,4.00000,2.00000,47.21940,27.88863,19.33078,2.19282,25320.28134,117.81926,51.27497,30.41198,20.86299,2.41012,26577.07294,88.86151,40.22604,23.53739,16.68866,1.81810,23153.08654,167.75361,11720.00000,11720.00000,11720.00000,1.00000,1.00000,162.19439,107.63346,54.56093,1.07203,15671.11648,90.92775,181.85937,122.00046,59.85891,1.22703,16587.48832,41.43523,128.28436,82.85918,45.42518,0.80474,14090.93701,176.27199,33702.00000,33702.00000,33702.00000,1.00000,1.00000,61.88735,39.99186,21.89549,1.28598,16026.95756,82.21915,68.38685,44.55175,23.83510,1.43964,16945.29144,38.12019,50.67970,32.12884,18.55087,1.02100,14443.39479,158.26282,90994.00000,90994.00000,90994.00000,1.00000,1.00000,29.61204,20.00145,9.61059,1.48706,16678.54342,74.23926,32.68700,22.29231,10.39469,1.63988,17600.49949,35.18153,24.30961,16.05112,8.25849,1.22353,15088.73458,141.58988,53922.00000,53922.00000,53922.00000,2.00000,0.00000,46.78741,35.70387,11.08353,1.38503,4075.54796,129.53705,52.27886,39.50990,12.76896,1.60520,4847.04755,89.85841,37.31802,29.14081,8.17721,1.00538,2745.18428,197.95838,33702.00000,33702.00000,33702.00000,3.00000,1.00000,72.82466,45.63371,27.19095,1.69305,17766.20507,131.84584,79.79811,49.83064,29.96747,1.91609,18858.48599,95.31111,60.79974,38.39659,22.40315,1.30846,15882.69032,194.84583,53922.00000,53922.00000,53922.00000,3.00000,1.00000,52.24850,33.82461,18.42388,1.78830,18350.08068,127.54929,57.60340,37.36388,20.23952,2.01087,19443.81567,93.31257,43.01458,27.72156,15.29302,1.40449,16464.05854,186.58664,101105.00000,101105.00000,101105.00000,4.00000,2.00000,36.49318,21.81157,14.68161,2.27513,26230.30816,114.19647,39.94939,24.12820,15.82119,2.49201,27488.88979,87.16258,30.53333,17.81680,12.71654,1.90115,24060.02667,160.81334
'14540',"'Bowling Green, KY'",42695.00000,42695.00000,42695.00000,4.00000,2.00000,57.08815,26.69174,30.39642,2.20267,26896.95465,36.65655,61.50613,28.55650,32.94963,2.43606,28254.89858,17.52093,50.10051,23.74235,26.35815,1.83353,24749.17810,66.92217,11720.00000,11720.00000,11720.00000,1.00000,1.00000,125.95535,66.92633,59.02902,1.17726,16603.46603,27.38657,139.08619,74.08081,65.00538,1.34401,17560.16832,1.85977,105.18710,55.61051,49.57658,0.91353,15090.30875,67.76074,21348.00000,21348.00000,21348.00000,1.00000,1.00000,74.50175,38.78603,35.71572,1.29896,17078.93157,23.13718,81.36147,42.17491,39.18656,1.46561,18054.30884,1.69776,63.65217,33.42606,30.22611,1.03537,15536.23721,57.04659,57638.00000,57638.00000,57638.00000,1.00000,1.00000,34.51264,19.16866,15.34398,1.50012,18389.27591,16.83792,37.64707,20.94388,16.70319,1.66582,19416.09457,1.38864,29.55511,16.36092,13.19419,1.23805,16765.21986,41.27311,34156.00000,34156.00000,34156.00000,2.00000,0.00000,50.85052,33.50375,17.34677,1.39484,5465.56295,51.22074,57.21777,37.06559,20.15218,1.63113,6340.97590,18.26730,40.77984,27.87020,12.90964,1.02111,4080.97604,103.34117,21348.00000,21348.00000,21348.00000,3.00000,1.00000,88.42189,44.41493,44.00696,1.70205,18910.07525,52.84164,95.95711,47.16981,48.78731,1.94126,20060.93427,23.46516,76.50389,40.05771,36.44618,1.32371,17089.83220,99.30462,34156.00000,34156.00000,34156.00000,3.00000,1.00000,61.34914,32.42556,28.92358,1.79802,19761.36839,47.82389,67.03384,35.10840,31.92544,2.03678,20933.12808,21.49314,52.35800,28.18228,24.17572,1.42039,17908.06803,89.46962,64043.00000,64043.00000,64043.00000,4.00000,2.00000,42.41379,20.68241,21.73137,2.28491,28134.35472,32.96228,46.13999,22.63015,23.50985,2.51825,29517.88793,16.04873,36.52027,17.60180,18.91847,1.91586,25946.10517,59.71341
'14580',"'Bozeman, MT'",52211.00000,52211.00000,52211.00000,4.00000,2.00000,51.42266,25.94340,25.47925,2.27353,26975.00350,46.00971,55.48949,28.05945,27.43004,2.49962,28036.80741,34.27983,45.00008,22.60162,22.39846,1.91648,25298.14074,64.53423,11720.00000,11720.00000,11720.00000,1.00000,1.00000,146.61698,86.24204,60.37494,1.20794,16767.26868,28.91453,167.79718,102.00304,65.79414,1.36778,17482.75092,3.60548,113.16796,61.35134,51.81662,0.95550,15637.33732,68.88406,26106.00000,26106.00000,26106.00000,1.00000,1.00000,70.75159,40.30587,30.44571,1.36974,17351.54176,23.25398,79.42945,46.39402,33.03543,1.52868,18103.12576,2.84591,57.04700,30.69111,26.35588,1.11874,16164.59639,55.48360,70485.00000,70485.00000,70485.00000,1.00000,1.00000,31.94903,18.51790,13.43113,1.57082,18643.91685,17.05467,35.08949,20.59414,14.49535,1.72868,19475.45533,2.06752,26.98942,15.23898,11.75045,1.32153,17330.70271,40.72326,41769.00000,41769.00000,41769.00000,2.00000,0.00000,47.91117,32.30942,15.60175,1.46574,5733.12687,60.00987,54.18772,36.33530,17.85242,1.69497,6355.48104,35.21700,37.99887,25.95151,12.04736,1.10372,4750.26879,99.16422,26106.00000,26106.00000,26106.00000,3.00000,1.00000,81.36410,44.16071,37.20339,1.77370,19075.93200,61.47647,89.85051,49.00348,40.84703,2.00533,19940.00329,40.06417,67.96188,36.51274,31.44914,1.40790,17711.34013,95.29203,41769.00000,41769.00000,41769.00000,3.00000,1.00000,56.74778,31.49275,25.25503,1.86910,19920.02148,56.14049,62.20902,34.54750,27.66153,2.10108,20816.56619,37.95125,48.12307,26.66850,21.45456,1.50273,18504.14569,84.86599,78317.00000,78317.00000,78317.00000,4.00000,2.00000,38.44322,20.23795,18.20527,2.35621,28203.37027,42.65578,41.69861,22.12755,19.57107,2.58252,29304.89933,33.09036,33.30211,17.25379,16.04831,1.99881,26463.77122,57.76205
'14620',"'Bradford, PA'",41351.00000,41351.00000,41351.00000,4.00000,2.00000,59.83623,26.07920,33.75702,2.34873,28905.99237,31.81174,62.37675,27.15548,35.22127,2.49284,29349.33336,21.34771,52.93043,23.15361,29.77682,1.95701,27700.87821,60.25566,11720.00000,11720.00000,11720.00000,1.00000,1.00000,122.48038,57.25563,65.22475,1.30823,17958.84532,19.74058,128.77769,60.50416,68.27353,1.40652,18213.38924,4.58201,105.36268,48.42528,56.93739,1.04104,17266.92988,60.94547,20676.00000,20676.00000,20676.00000,1.00000,1.00000,75.04663,34.54778,40.49884,1.42442,18526.02153,17.08707,78.31397,35.95376,42.36021,1.52216,18814.77351,4.22673,66.16514,30.72599,35.43916,1.15876,17741.11983,52.04477,55824.00000,55824.00000,55824.00000,1.00000,1.00000,36.34204,19.00591,17.33612,1.62474,20158.78601,13.13254,37.98288,19.88901,18.09387,1.72216,20546.05912,3.67835,31.88181,16.60543,15.27638,1.35995,19106.07868,38.83143,33081.00000,33081.00000,33081.00000,2.00000,0.00000,53.83042,33.53914,20.29128,1.54066,6950.71037,39.55788,57.34283,35.40707,21.93575,1.68652,7206.20819,21.85144,44.28280,28.46163,15.82117,1.14416,6256.20198,87.68853,20676.00000,20676.00000,20676.00000,3.00000,1.00000,91.15033,41.53953,49.61080,1.85005,20542.64784,41.84524,95.18041,42.82880,52.35162,1.99833,20867.18925,26.11442,80.19556,38.03499,42.16057,1.44701,19660.46129,84.60563,33081.00000,33081.00000,33081.00000,3.00000,1.00000,64.53186,31.98434,32.54751,1.94520,21525.01221,38.69668,67.60590,33.31365,34.29225,2.09403,21889.59296,24.45097,56.17582,28.37095,27.80488,1.54065,20533.98852,77.42014,62027.00000,62027.00000,62027.00000,4.00000,2.00000,44.50592,20.39056,24.11536,2.43067,30303.71739,29.51518,47.01301,21.86258,25.15043,2.57485,30796.01723,20.35743,37.69100,16.38921,21.30179,2.03876,28965.52058,54.40830
'14660',"'Brainerd, MN'",45829.00000,45829.00000,45829.00000,4.00000,2.00000,57.14350,25.45554,31.68796,2.44489,30595.09748,10.70349,59.60389,26.54330,33.06059,2.58396,31242.78032,8.31516,48.84116,21.78500,27.05616,1.97562,28409.55901,18.76268,11720.00000,11720.00000,11720.00000,1.00000,1.00000,138.52569,69.84430,68.68139,1.37816,19254.48171,4.60356,147.70520,75.50989,72.19532,1.47824,19728.31495,0.07673,107.55037,50.72635,56.82402,1.04043,17655.58067,19.87885,22915.00000,22915.00000,22915.00000,1.00000,1.00000,75.38722,36.61128,38.77594,1.51402,19969.97621,3.30284,79.58893,38.91130,40.67763,1.61360,20465.16936,0.07105,61.20898,28.85008,32.35890,1.17802,18298.99838,14.20820,61869.00000,61869.00000,61869.00000,1.00000,1.00000,35.43209,18.37884,17.05325,1.71458,21777.41734,2.18708,37.27611,19.44496,17.83115,1.81360,22326.56889,0.06252,29.20966,14.78136,14.42831,1.38043,19924.36245,9.35616,36663.00000,36663.00000,36663.00000,2.00000,0.00000,52.42760,32.66958,19.75802,1.63871,8218.53861,15.28239,55.89806,34.58416,21.31389,1.77979,8665.46247,8.80667,40.71690,26.20903,14.50787,1.16265,6710.44043,37.13402,22915.00000,22915.00000,22915.00000,3.00000,1.00000,87.78890,40.71458,47.07432,1.94750,22004.80892,18.92242,92.36393,42.69065,49.67328,2.09023,22552.04976,14.12509,72.35094,34.04656,38.30438,1.46588,20158.20154,35.11052,36663.00000,36663.00000,36663.00000,3.00000,1.00000,61.74539,30.91547,30.82992,2.04161,23058.05711,15.99726,65.03901,32.57510,32.46392,2.18405,23627.21749,11.91961,50.63139,25.31524,25.31615,1.56095,21137.48455,29.75687,68744.00000,68744.00000,68744.00000,4.00000,2.00000,43.03364,20.41390,22.61974,2.52639,32079.60521,9.03350,44.97013,21.39240,23.57774,2.66518,32754.11476,7.14259,36.49915,17.11206,19.38709,2.05806,29803.54281,15.41415
'14700',"'Branson, MO'",40667.00000,40667.00000,40667.00000,4.00000,2.00000,59.86098,26.06289,33.79809,2.31305,29069.93579,4.47047,62.69426,27.29278,35.40148,2.46717,29519.52289,5.01358,53.13290,23.14232,29.99058,1.94708,28002.31865,3.18077,11720.00000,11720.00000,11720.00000,1.00000,1.00000,126.53808,61.82716,64.71092,1.28138,18508.70080,0.94255,133.94939,65.80700,68.14239,1.38440,18859.97376,0.00000,108.93872,52.37639,56.56232,1.03673,17674.54646,3.18077,20334.00000,20334.00000,20334.00000,1.00000,1.00000,77.89999,37.12394,40.77605,1.39352,19071.20238,0.66365,82.12252,39.26373,42.85878,1.49613,19425.42395,0.00000,67.87294,32.04267,35.83027,1.14984,18230.04607,2.23961,54900.00000,54900.00000,54900.00000,1.00000,1.00000,36.18131,18.70349,17.47783,1.59458,20729.97403,0.33565,38.28315,19.99979,18.28336,1.69650,21092.88601,0.00000,31.19017,15.62521,15.56496,1.35256,19868.18094,1.13270,32534.00000,32534.00000,32534.00000,2.00000,0.00000,53.41113,33.06671,20.34442,1.50607,7381.19509,8.25039,57.73739,35.53064,22.20675,1.66213,7714.11271,5.35847,43.13774,27.21571,15.92203,1.13547,6590.62844,15.11773,20334.00000,20334.00000,20334.00000,3.00000,1.00000,91.92293,42.30139,49.62154,1.81383,20824.42523,9.69208,96.97371,44.26416,52.70955,1.97240,21225.22307,8.11744,79.92904,37.64047,42.28857,1.43729,19872.66605,13.43133,32534.00000,32534.00000,32534.00000,3.00000,1.00000,64.25559,31.67044,32.58515,1.90952,21817.30106,7.56899,68.02395,33.50960,34.51434,2.06758,22221.63514,6.99362,55.30702,27.30306,28.00396,1.53417,20857.14450,8.93532,61001.00000,61001.00000,61001.00000,4.00000,2.00000,44.62817,20.47276,24.15540,2.39452,30480.63345,3.84894,47.15863,21.89041,25.26822,2.54809,30934.54429,4.43194,38.61917,17.10632,21.51284,2.02984,29402.74888,2.46449
'14740',"'Bremerton-Silverdale, WA'",61776.00000,61776.00000,61776.00000,4.00000,2.00000,51.62657,28.05750,23.56907,2.30052,27863.08795,107.24168,54.94286,30.03408,24.90878,2.47379,28814.30394,86.87676,44.59144,23.86441,20.72703,1.93295,25845.19676,150.44343,11720.00000,11720.00000,11720.00000,1.00000,1.00000,163.37988,99.14600,64.23388,1.18897,17576.92519,64.76163,177.99422,109.84160,68.15262,1.30770,18284.19843,18.91002,132.37731,76.45657,55.92073,0.93711,16076.52946,162.03035,30888.00000,30888.00000,30888.00000,1.00000,1.00000,67.69624,40.23969,27.45654,1.38527,18033.63865,54.76659,72.78827,43.73378,29.05449,1.50327,18744.25047,16.74602,56.89409,32.82740,24.06669,1.13494,16526.16048,135.42270,83398.00000,83398.00000,83398.00000,1.00000,1.00000,32.20215,20.28678,11.91537,1.58638,18918.45932,45.34871,34.59094,22.01995,12.57099,1.70340,19635.51907,14.76839,27.13460,16.61007,10.52454,1.33813,17397.30267,110.22121,49421.00000,49421.00000,49421.00000,2.00000,0.00000,49.37195,35.48968,13.88228,1.49289,5765.14146,124.54021,54.35697,39.01546,15.34151,1.66880,6411.13437,88.38526,38.79683,28.01016,10.78668,1.11972,4394.74459,201.23861,30888.00000,30888.00000,30888.00000,3.00000,1.00000,80.08698,46.31953,33.76746,1.80120,19914.10554,129.33156,85.43172,49.26918,36.16254,1.97941,20746.91829,97.90457,68.74876,40.06218,28.68658,1.42316,18147.39270,196.00016,49421.00000,49421.00000,49421.00000,3.00000,1.00000,57.01009,34.25560,22.75448,1.89625,20592.68899,122.54664,61.23700,36.90674,24.33026,2.07427,21428.11596,94.45474,48.04319,28.63153,19.41166,1.51859,18820.43040,182.14024,92664.00000,92664.00000,92664.00000,4.00000,2.00000,38.38435,22.12070,16.26365,2.38254,28888.95202,101.66878,41.12806,23.96672,17.16134,2.55569,29843.36775,83.86254,32.56391,18.20461,14.35930,2.01523,26864.27299,139.44260
